doc_id,surface,start_pos,end_pos,type,identifier
hidden_test_fr_1,café Mollard,898,910,LOC,NIL
hidden_test_fr_2,escadrille de chasse numéro103,52,82,ORG,NIL
hidden_test_fr_2,bois de Saint-Pierre¬Vaast,379,405,LOC,Q49327089
hidden_test_fr_2,RHOM SUAMES,600,611,ORG,Q3030726
hidden_test_fr_2,Antilles,637,645,LOC,Q166131
hidden_test_fr_2,St James,1169,1177,ORG,Q3030726
hidden_test_fr_2,Chambredes députés,1928,1946,ORG,Q320283
hidden_test_fr_2,Conseil,2019,2026,ORG,Q2993836
hidden_test_fr_2,"M. Rault, président de la commission dugouvernement de la Sarre",2086,2149,PER,NIL
hidden_test_fr_2,"11,rue de Romainville",2188,2209,LOC,NIL
hidden_test_fr_2,"fonctionnairedes Régions libérées, M. Boisguillaume, 44ans, agent technique du Génie rural",2710,2800,PER,NIL
hidden_test_fr_2,cour d'assisesdu Var,3120,3140,ORG,NIL
hidden_test_fr_2,"Barthélemy Me¬nozzi, âgé de 30 ans, né à Corte (Corse), ou¬vrier électricien",3204,3280,PER,NIL
hidden_test_fr_2,conseil municipalde Camaret,3436,3463,ORG,NIL
hidden_test_fr_3,"M. FUNCK-BRENTANOM. Funck-Brentano, l'érudit conserva¬teur de la bibliothèque de l'Arsenal",153,243,PER,NIL
hidden_test_fr_3,Société luxembourgeoise deParis,471,502,ORG,NIL
hidden_test_fr_3,Chambre,1270,1277,ORG,NIL
hidden_test_fr_3,Compagnie de l'Estdes chemins de fer,2019,2055,ORG,NIL
hidden_test_fr_3,vieux comte Jeanl'Aveugle,2967,2992,PER,Q155167
hidden_test_fr_3,Crécy,3056,3061,LOC,Q61765
hidden_test_fr_3,HENRI SIMONI,3390,3402,PER,NIL
hidden_test_fr_4,Quadruple Entente,406,423,ORG,NIL
hidden_test_fr_4,M. Baumann,1264,1274,PER,NIL
hidden_test_fr_4,M. Lucien Baumann,1284,1301,PER,NIL
hidden_test_fr_4,"M. Adolphe Salles, président duConseil d'administration de la Sociétédes Grands Moulins de Corbeil",1551,1649,PER,NIL
hidden_test_fr_4,M. Louis Pons,1665,1678,PER,NIL
hidden_test_fr_4,M. Lucien Baumann,2005,2022,PER,NIL
hidden_test_fr_4,OEuvre,2539,2545,PROD,Q1880717
hidden_test_fr_4,"CHANTELAUZE,Ministre des affaires ecclésiastiques",3881,3930,PER,Q50748845
hidden_test_fr_5,PARAMOUNT,0,9,LOC,Q289908
hidden_test_fr_5,MARIVAUX-PATHÉ,46,60,LOC,NIL
hidden_test_fr_5,MAX-LINDER-PATHÉ,92,108,LOC,NIL
hidden_test_fr_5,AUBERT-PALACE,188,201,LOC,Q42296572
hidden_test_fr_5,ELECTRIC-PALACE,221,236,LOC,NIL
hidden_test_fr_5,CAMÉO,267,272,LOC,NIL
hidden_test_fr_5,IMPÉRIAL-PATHÉ,443,457,LOC,NIL
hidden_test_fr_5,RIALTO,484,490,LOC,NIL
hidden_test_fr_5,OMNIA-PATHÉ,555,566,LOC,Q42296641
hidden_test_fr_5,AGRICULTEURS,577,589,LOC,NIL
hidden_test_fr_5,"ALMA-PALACE 166, r. de l'Université",621,656,LOC,NIL
hidden_test_fr_5,COLISÉE,793,800,LOC,NIL
hidden_test_fr_5,CLICHY-PALACE,917,930,LOC,NIL
hidden_test_fr_5,"21, rue Auber, PARIS (IXe)",952,978,LOC,NIL
hidden_test_fr_5,"21, rue Auber, Paris",1346,1366,LOC,NIL
hidden_test_fr_5,"21, rue Auber, Pari",1565,1584,LOC,NIL
hidden_test_fr_5,"Société Générale de Négociations21, rue Auber, Paris",1758,1810,LOC,NIL
hidden_test_fr_5,"Société Bénérale de Négocialions21, ree Auber, Paris",2269,2321,LOC,NIL
hidden_test_fr_5,"société Générale de Négociations21, rue Auber, Paris",2687,2739,LOC,NIL
hidden_test_fr_5,"société Générale de Négocianone21, rue Auber, Paris",3030,3081,LOC,NIL
hidden_test_fr_5,Société Générale de Négociations21 rue Auber. Paris,3388,3439,LOC,NIL
hidden_test_fr_5,"Société Générale de Négociatione21, rue Auber, Paris",3645,3697,LOC,NIL
hidden_test_fr_5,"Société Générale de Négociations21, rue Auber, Paris",3935,3987,LOC,NIL
hidden_test_fr_5,"Société Générale de Négociations21, rue Auber, Paris",4229,4281,LOC,NIL
hidden_test_fr_5,Mme Lemaire,4393,4404,PER,NIL
hidden_test_fr_5,salle Carpentier,4691,4707,LOC,NIL
hidden_test_fr_5,Vallat,5340,5346,PER,NIL
hidden_test_fr_6,Parquet,17,24,ORG,NIL
hidden_test_fr_6,M. Tarnowski,234,246,PER,NIL
hidden_test_fr_6,"M. Politis,nistre de Grèce à Paris",312,346,PER,NIL
hidden_test_fr_6,M. HenriMontfort,479,495,PER,NIL
hidden_test_fr_6,Pologne,770,777,LOC,Q36
hidden_test_fr_6,"président, M. Emile Bourgeoi",1415,1443,PER,NIL
hidden_test_fr_6,M. Ruland,1678,1687,PER,NIL
hidden_test_fr_6,colonel Bouscat,1874,1889,PER,Q3425914
hidden_test_fr_6,commanuoTavera,1896,1910,PER,NIL
hidden_test_fr_6,"M Joseph Armand, 68 ans, éclsier à Meyzieu",2006,2048,PER,NIL
hidden_test_fr_6,Saint-Nazaire,2284,2297,LOC,NIL
hidden_test_fr_6,Sainte-Marais,2335,2348,LOC,NIL
hidden_test_fr_6,Normandie,4469,4478,LOC,Q18677875
hidden_test_fr_6,Bretagne,4577,4585,LOC,Q12130
hidden_test_fr_6,Normandie,4616,4625,LOC,Q18677875
hidden_test_fr_6,Bretagne,4643,4651,LOC,Q12130
hidden_test_fr_6,Normandie,4785,4794,LOC,Q18677875
hidden_test_fr_6,F. POTIGUY,5527,5537,PER,NIL
hidden_test_fr_6,Tardieu-le-Magnifique,5633,5654,PER,Q346648
hidden_test_fr_6,Christoforidis,5693,5707,PER,Q367645
hidden_test_fr_6,Tevere,5921,5927,PROD,Q3792980
hidden_test_fr_7,emmiers,134,141,LOC,Q251731
hidden_test_fr_8,"3, villa St-Michel, 18e",73,96,LOC,NIL
hidden_test_fr_8,E. GUERIN artisan,135,152,PER,NIL
hidden_test_fr_8,"137, bd de Grenelle, 15e",154,178,LOC,NIL
hidden_test_fr_8,Œ. 3792,253,260,LOC,NIL
hidden_test_fr_8,"7, r. Crussol, 11e",287,305,LOC,NIL
hidden_test_fr_8,"76. rue Marcadet, Paris",399,422,LOC,NIL
hidden_test_fr_8,Œuvre 3773,629,639,LOC,NIL
hidden_test_fr_8,"1, avenue Corbéra, 12e",726,748,LOC,NIL
hidden_test_fr_8,"27, rue Turbigo, Paris",877,899,LOC,NIL
hidden_test_fr_8,"6, rue des Halles",945,962,LOC,NIL
hidden_test_fr_8,"16, r. Pavée-4e",1116,1131,LOC,NIL
hidden_test_fr_8,Œuvre 3832,1225,1235,LOC,NIL
hidden_test_fr_8,"79,r.Lafayet",1311,1323,LOC,NIL
hidden_test_fr_8,"53, r. Legendre",1456,1471,LOC,NIL
hidden_test_fr_9,Philippe,134,142,PER,NIL
hidden_test_fr_9,Marcienne,3138,3147,PER,NIL
hidden_test_fr_9,Edouard,4622,4629,PER,NIL
hidden_test_fr_9,Charlotte,4633,4642,PER,NIL
hidden_test_fr_9,KérouanMM. TaihadeLe GénéralBouyerMontéclainCartelle P.Saint-MartinAlyCharlierDominiqueDelormeGeorgesGrangierPornieH. LegrandLouiseMnes Marthe MarsansLéonaRenée LogéLucileGabriel ReyneMadeleineGermaineMlleMathie'Ancy,5538,5754,PER,NIL
hidden_test_fr_9,M. Paul Franck,5878,5892,PER,NIL
hidden_test_fr_10,"Fronde, H1. R. 40",188,205,LOC,NIL
hidden_test_fr_10,Fronde L. E. 143,366,382,LOC,NIL
hidden_test_fr_10,"O. 281, à la Fronde",483,502,LOC,NIL
hidden_test_fr_10,"R. G. 10, rue Taitbout",603,625,LOC,NIL
hidden_test_fr_10,Fronde. L. W. 32,827,843,LOC,NIL
hidden_test_fr_10,Fronde. S. 4,907,919,LOC,NIL
hidden_test_fr_10,"Fronde, Lucie 4",1024,1039,LOC,NIL
hidden_test_fr_10,"Fronde, V. 26",1296,1309,LOC,NIL
hidden_test_fr_10,Louis XV,1384,1392,PER,Q7738
hidden_test_fr_10,A.L. M. la Fronde,1421,1438,LOC,NIL
hidden_test_fr_10,B.V.bureau 51,1542,1555,LOC,NIL
hidden_test_fr_10,Fronde. D. F. 3,1631,1646,LOC,NIL
hidden_test_fr_10,M. 8 à la Fronde,1784,1800,LOC,NIL
hidden_test_fr_10,"J. F. 17, bureau 20",2025,2044,LOC,NIL
hidden_test_fr_10,"127, rue des Dames",2153,2171,LOC,NIL
hidden_test_fr_10,Herschof¬feim,2629,2642,PER,NIL
hidden_test_fr_10,Lavinia,3121,3128,PER,NIL
hidden_test_fr_10,GILBERTE DORÉ,4269,4282,PER,NIL
hidden_test_fr_10,A. C. bureau 1,4343,4357,LOC,NIL
hidden_test_fr_10,M. bureau 70,4513,4525,LOC,NIL
hidden_test_fr_10,"69, rueBlanche",4755,4769,LOC,NIL
hidden_test_fr_10,M. B. 96,4897,4905,LOC,NIL
hidden_test_fr_10,Fronde. M. G. H.,5057,5073,LOC,NIL
hidden_test_fr_10,"3,impasse Guêpine",5329,5346,LOC,NIL
hidden_test_fr_10,place de la République,5405,5427,LOC,NIL
hidden_test_fr_10,"28, rue Erard",5503,5516,LOC,NIL
hidden_test_fr_10,parc Monceau,5560,5572,LOC,NIL
hidden_test_fr_10,B. D. bureau la Fronde,5574,5596,LOC,NIL
hidden_test_fr_10,N. P.82,5675,5682,LOC,NIL
hidden_test_fr_10,C. M. 59,5827,5835,LOC,NIL
hidden_test_fr_10,"Fronde, B. T. 7.",6021,6037,LOC,NIL
hidden_test_fr_10,"5, ruedes Ursulines",6093,6112,LOC,NIL
hidden_test_fr_10,quartierSaint-Ambroise,6260,6282,LOC,Q3413103
hidden_test_fr_10,"Fronde, M. H. 152",6438,6455,LOC,NIL
hidden_test_fr_10,"3,rue Vercingétorix",6589,6608,LOC,NIL
hidden_test_fr_10,"Fronde, S. 12.",6871,6885,LOC,NIL
hidden_test_fr_10,"167, faubourg Saint-Martin",7158,7184,LOC,NIL
hidden_test_fr_10,"64,rue Pigalle",7270,7284,LOC,NIL
hidden_test_fr_11,cascade duTrocadéro,2136,2155,LOC,NIL
hidden_test_fr_11,ville de Paris,3832,3846,LOC,Q90
hidden_test_fr_11,ancien parc des Princes àAuteuil,3904,3936,LOC,Q784536
hidden_test_fr_11,route de Boulogne,4272,4289,LOC,Q21098141
hidden_test_fr_11,Boulogne,4679,4687,LOC,Q172455
hidden_test_fr_11,ville de Paris,6828,6842,LOC,Q90
hidden_test_fr_11,généralrFrey,8364,8376,PER,Q18114987
hidden_test_fr_11,capitainiRobot,8402,8416,PER,NIL
hidden_test_fr_12,Léopoldine,367,377,PER,NIL
hidden_test_fr_12,France,995,1001,LOC,Q142
hidden_test_fr_13,Jesson,0,6,PER,NIL
hidden_test_fr_13,Lorinet,40,47,PER,NIL
hidden_test_fr_13,Jesson,135,141,PER,NIL
hidden_test_fr_13,COUR DE POLICE DE BOW STREET,163,191,ORG,NIL
hidden_test_fr_13,Bernard,269,276,PER,NIL
hidden_test_fr_13,M.le docteur Simon Bernard,326,352,PER,NIL
hidden_test_fr_13,"M. Greenvood, solicitor",440,463,PER,NIL
hidden_test_fr_13,Clindor,710,717,PER,NIL
hidden_test_fr_13,Fierri,2241,2247,PER,NIL
hidden_test_fr_13,Pierri,2308,2314,PER,NIL
hidden_test_fr_13,"M. CHEVALIER, inspecteur de police à Paris",2617,2659,PER,NIL
hidden_test_fr_13,Pierri,2772,2778,PER,NIL
hidden_test_fr_13,M. BODKIN,2864,2873,PER,NIL
hidden_test_fr_13,"KING, commis de la Compagnie du South¬Eastern railway",3338,3391,PER,NIL
hidden_test_fr_13,"rue Saint-Denis, n° 277, àParis",3529,3560,LOC,Q90
hidden_test_fr_13,"FRÉDÉRIC WILLIAMSON, officier de la policesecrète de Londres",4293,4353,PER,NIL
hidden_test_fr_13,M. Bernard,4501,4511,PER,NIL
hidden_test_fr_13,M. BODKIN,5243,5252,PER,NIL
